inv_no,inv_date,ship_date,cust_id,customer,amount,memo,month
INV-253019,2025-11-04,2025-11-04,C1018,Kent Valley Hospital,50283.75,,2025-11
INV-253020,2025-11-04,2025-11-04,C1025,Oak Ridge Office Parks,4934.08,,2025-11
INV-253021,2025-11-04,2025-11-03,C1030,Sandusky Marine and Supply,9002.99,,2025-11
INV-253022,2025-11-04,2025-11-03,C1033,Summit Healthcare Group Inc.,8207.07,,2025-11
INV-253023,2025-11-04,2025-11-04,C1035,Twinsburg Industrial Park LLC,5530.18,,2025-11
INV-253024,2025-11-04,2025-11-03,C1036,University Circle Services,4696.97,,2025-11
INV-253025,2025-11-04,2025-11-04,C1036,University Circle Services,2190.7,,2025-11
INV-253026,2025-11-04,2025-11-04,C1038,Westlake Commercial Cleaning Company,5313.35,,2025-11
INV-253027,2025-11-04,2025-11-03,C1038,Westlake Commercial Cleaning Company,9510.63,PO 49534,2025-11
INV-253028,2025-11-04,2025-11-04,C1038,Westlake Commercial Cleaning Company,15452.04,PO 49493,2025-11
INV-253029,2025-11-04,2025-11-04,C1040,Youngstown Metal Works Inc.,6129.69,Standing order,2025-11
INV-253030,2025-11-05,2025-11-05,C1002,Bayview Medical Center Inc.,20414.74,,2025-11
INV-253031,2025-11-05,2025-11-04,C1008,Evergreen Senior Living Inc.,4281.1,Standing order,2025-11
INV-253032,2025-11-05,2025-11-05,C1008,Evergreen Senior Living Inc.,8576.74,,2025-11
INV-253033,2025-11-05,2025-11-05,C1012,Great Lakes Logistics Inc.,3864.4,PO 44659,2025-11
INV-253034,2025-11-05,2025-11-05,C1013,Hamilton County Services,4427.84,Standing order,2025-11
INV-253035,2025-11-05,2025-11-04,C1017,Ironwood Property Services,5082.51,,2025-11
INV-253036,2025-11-05,2025-11-05,C1018,Kent Valley Hospital,5060.56,Standing order,2025-11
INV-253037,2025-11-05,2025-11-05,C1019,Lakeshore Cleaning Services Inc.,2849.37,,2025-11
INV-253038,2025-11-05,2025-11-05,C1025,Oak Ridge Office Parks,4982.21,,2025-11
INV-253039,2025-11-05,2025-11-05,C1026,Parma Community College,5391.16,,2025-11
INV-253040,2025-11-05,2025-11-05,C1029,Riverside Fitness Clubs LLC,5937.25,PO 45178,2025-11
INV-253041,2025-11-05,2025-11-05,C1030,Sandusky Marine and Supply,23285.16,Standing order,2025-11
INV-253042,2025-11-05,2025-11-05,C1033,Summit Healthcare Group Inc.,8558.64,,2025-11
INV-253043,2025-11-05,2025-11-05,C1040,Youngstown Metal Works Inc.,14321.89,,2025-11
INV-253044,2025-11-05,2025-11-05,C1040,Youngstown Metal Works Inc.,14293.63,PO 45236,2025-11
INV-253045,2025-11-06,2025-11-06,C1005,Clearwater Janitorial Company,6292.95,PO 40285,2025-11
INV-253046,2025-11-06,2025-11-06,C1008,Evergreen Senior Living Inc.,4137.32,,2025-11
INV-253047,2025-11-06,2025-11-06,C1014,Harborview Apartments LLC,14229.18,Standing order,2025-11
INV-253048,2025-11-06,2025-11-05,C1014,Harborview Apartments LLC,5538.13,,2025-11
INV-253049,2025-11-06,2025-11-06,C1020,Lorain Distribution Company,12936.27,Standing order,2025-11
INV-253050,2025-11-06,2025-11-06,C1030,Sandusky Marine and Supply,7378.82,,2025-11
INV-253051,2025-11-06,2025-11-06,C1038,Westlake Commercial Cleaning Company,13236.89,,2025-11
INV-253052,2025-11-06,2025-11-06,C1040,Youngstown Metal Works Inc.,25729.04,,2025-11
INV-253053,2025-11-06,2025-11-06,C1040,Youngstown Metal Works Inc.,9631.26,,2025-11
INV-253054,2025-11-07,2025-11-07,C1004,Cedar Point Facility Services,12102.76,Standing order,2025-11
INV-253055,2025-11-07,2025-11-07,C1008,Evergreen Senior Living Inc.,5914.56,Standing order,2025-11
INV-253056,2025-11-07,2025-11-07,C1018,Kent Valley Hospital,3178.51,Standing order,2025-11
INV-253057,2025-11-07,2025-11-07,C1022,Medina Auto Group,5757.41,PO 45534,2025-11
INV-253058,2025-11-07,2025-11-07,C1022,Medina Auto Group,15224.87,,2025-11
INV-253059,2025-11-07,2025-11-06,C1023,Midwest Stadium Services Inc.,24887.51,,2025-11
INV-253060,2025-11-07,2025-11-07,C1023,Midwest Stadium Services Inc.,4071.75,PO 47872,2025-11
INV-253061,2025-11-07,2025-11-07,C1024,North Coast Restaurants LLC,3279.62,Standing order,2025-11
INV-253062,2025-11-07,2025-11-07,C1025,Oak Ridge Office Parks,2149.96,,2025-11
INV-253063,2025-11-07,2025-11-07,C1026,Parma Community College,13571.79,,2025-11
INV-253064,2025-11-07,2025-11-07,C1030,Sandusky Marine and Supply,9014.69,Standing order,2025-11
INV-253065,2025-11-07,2025-11-07,C1035,Twinsburg Industrial Park LLC,11946.45,,2025-11
INV-253066,2025-11-07,2025-11-07,C1040,Youngstown Metal Works Inc.,3871.14,,2025-11
INV-253067,2025-11-07,2025-11-07,C1040,Youngstown Metal Works Inc.,9497.78,,2025-11
INV-253068,2025-11-10,2025-11-09,C1002,Bayview Medical Center Inc.,9743.04,,2025-11
INV-253069,2025-11-10,2025-11-10,C1004,Cedar Point Facility Services,3870.27,,2025-11
INV-253070,2025-11-10,2025-11-10,C1013,Hamilton County Services,15039.34,,2025-11
INV-253071,2025-11-10,2025-11-09,C1014,Harborview Apartments LLC,3684.67,,2025-11
INV-253072,2025-11-10,2025-11-09,C1023,Midwest Stadium Services Inc.,11400.7,PO 46832,2025-11
INV-253073,2025-11-10,2025-11-09,C1024,North Coast Restaurants LLC,3807.36,Standing order,2025-11
INV-253074,2025-11-10,2025-11-10,C1025,Oak Ridge Office Parks,7694.16,,2025-11
INV-253075,2025-11-10,2025-11-10,C1025,Oak Ridge Office Parks,16882.25,,2025-11
INV-253076,2025-11-10,2025-11-10,C1027,Pinnacle Building Services Inc.,21989.55,,2025-11
INV-253077,2025-11-10,2025-11-10,C1030,Sandusky Marine and Supply,3129.22,,2025-11
INV-253078,2025-11-10,2025-11-10,C1035,Twinsburg Industrial Park LLC,7283.53,PO 43449,2025-11
INV-253079,2025-11-10,2025-11-10,C1038,Westlake Commercial Cleaning Company,5484.43,,2025-11
INV-253080,2025-11-10,2025-11-10,C1038,Westlake Commercial Cleaning Company,14762.23,,2025-11
INV-253081,2025-11-11,2025-11-11,C1002,Bayview Medical Center Inc.,10676.91,PO 48987,2025-11
INV-253082,2025-11-11,2025-11-11,C1002,Bayview Medical Center Inc.,2589.01,,2025-11
INV-253083,2025-11-11,2025-11-10,C1003,Cardinal Hospitality Group LLC,14121.99,,2025-11
INV-253084,2025-11-11,2025-11-11,C1007,Eastgate Office Partners,16674.25,PO 42655,2025-11
INV-253085,2025-11-11,2025-11-10,C1011,Garfield Industrial Company,43864.32,PO 47308,2025-11
INV-253086,2025-11-11,2025-11-10,C1011,Garfield Industrial Company,4845.6,,2025-11
INV-253087,2025-11-11,2025-11-11,C1012,Great Lakes Logistics Inc.,5752.18,,2025-11
INV-253088,2025-11-11,2025-11-11,C1014,Harborview Apartments LLC,35387.57,,2025-11
INV-253089,2025-11-11,2025-11-11,C1018,Kent Valley Hospital,21153.33,,2025-11
INV-253090,2025-11-11,2025-11-11,C1020,Lorain Distribution Company,3754.39,Standing order,2025-11
INV-253091,2025-11-11,2025-11-11,C1022,Medina Auto Group,15099.14,,2025-11
INV-253092,2025-11-11,2025-11-10,C1022,Medina Auto Group,2357.53,,2025-11
INV-253093,2025-11-11,2025-11-11,C1025,Oak Ridge Office Parks,11008.95,,2025-11
INV-253094,2025-11-11,2025-11-10,C1026,Parma Community College,2786.74,,2025-11
INV-253095,2025-11-11,2025-11-11,C1029,Riverside Fitness Clubs LLC,3787.11,,2025-11
INV-253096,2025-11-11,2025-11-11,C1035,Twinsburg Industrial Park LLC,14592.77,,2025-11
INV-253097,2025-11-11,2025-11-10,C1040,Youngstown Metal Works Inc.,5424.43,,2025-11
INV-253098,2025-11-11,2025-11-10,C1040,Youngstown Metal Works Inc.,5174.8,,2025-11
INV-253099,2025-11-12,2025-11-12,C1002,Bayview Medical Center Inc.,10976.86,,2025-11
INV-253100,2025-11-12,2025-11-12,C1003,Cardinal Hospitality Group LLC,56820.17,PO 40171,2025-11
INV-253100,2025-11-12,2025-11-12,C1003,Cardinal Hospitality Group LLC,56820.17,PO 40171,2025-11
INV-253101,2025-11-12,2025-11-12,C1009,Fairlawn Public Schools,8955.51,,2025-11
INV-253102,2025-11-12,2025-11-12,C1012,Great Lakes Logistics Inc.,4628.49,,2025-11
INV-253103,2025-11-12,2025-11-12,C1013,Hamilton County Services,4692.67,PO 43998,2025-11
INV-253104,2025-11-12,2025-11-12,C1020,Lorain Distribution Company,9781.78,PO 44701,2025-11
INV-253105,2025-11-12,2025-11-12,C1023,Midwest Stadium Services Inc.,2678.9,,2025-11
INV-253106,2025-11-12,2025-11-12,C1025,Oak Ridge Office Parks,5019.74,PO 43639,2025-11
INV-253107,2025-11-12,2025-11-12,C1026,Parma Community College,8344.9,,2025-11
INV-253108,2025-11-12,2025-11-11,C1033,Summit Healthcare Group Inc.,27066.97,,2025-11
INV-253109,2025-11-12,2025-11-12,C1035,Twinsburg Industrial Park LLC,20807.22,,2025-11
INV-253110,2025-11-12,2025-11-12,C1038,Westlake Commercial Cleaning Company,14173.8,,2025-11
INV-253111,2025-11-12,2025-11-12,C1038,Westlake Commercial Cleaning Company,4130.68,Standing order,2025-11
INV-253112,2025-11-12,2025-11-12,C1040,Youngstown Metal Works Inc.,3069.13,,2025-11
INV-253113,2025-11-12,2025-11-12,C1040,Youngstown Metal Works Inc.,6566.69,,2025-11
INV-253114,2025-11-12,2025-11-12,C1040,Youngstown Metal Works Inc.,10749.11,PO 41670,2025-11
INV-253115,2025-11-13,2025-11-13,C1002,Bayview Medical Center Inc.,1764.46,PO 40315,2025-11
INV-253116,2025-11-13,2025-11-13,C1005,Clearwater Janitorial Company,32010.91,,2025-11
INV-253117,2025-11-13,2025-11-13,C1011,Garfield Industrial Company,11270.12,,2025-11
INV-253118,2025-11-13,2025-11-13,C1011,Garfield Industrial Company,7014.25,,2025-11
INV-253119,2025-11-13,2025-11-13,C1011,Garfield Industrial Company,3352.99,,2025-11
INV-253120,2025-11-13,2025-11-13,C1019,Lakeshore Cleaning Services Inc.,42006.53,,2025-11
INV-253121,2025-11-13,2025-11-13,C1025,Oak Ridge Office Parks,2557.56,,2025-11
INV-253122,2025-11-13,2025-11-13,C1026,Parma Community College,8676.4,PO 45475,2025-11
INV-253123,2025-11-13,2025-11-12,C1026,Parma Community College,5905.97,,2025-11
INV-253124,2025-11-13,2025-11-13,C1035,Twinsburg Industrial Park LLC,13380.82,,2025-11
INV-253125,2025-11-13,2025-11-13,C1035,Twinsburg Industrial Park LLC,11538.9,,2025-11
INV-253126,2025-11-13,2025-11-13,C1038,Westlake Commercial Cleaning Company,7754.48,,2025-11
INV-253127,2025-11-14,2025-11-13,C1002,Bayview Medical Center Inc.,2071.56,,2025-11
INV-253128,2025-11-14,2025-11-14,C1003,Cardinal Hospitality Group LLC,8368.16,Standing order,2025-11
INV-253129,2025-11-14,2025-11-14,C1008,Evergreen Senior Living Inc.,4560.16,,2025-11
INV-253130,2025-11-14,2025-11-14,C1011,Garfield Industrial Company,5119.83,Standing order,2025-11
INV-253131,2025-11-14,2025-11-13,C1011,Garfield Industrial Company,11626.0,,2025-11
INV-253132,2025-11-14,2025-11-14,C1011,Garfield Industrial Company,5132.96,,2025-11
INV-253133,2025-11-14,2025-11-13,C1012,Great Lakes Logistics Inc.,4897.44,,2025-11
INV-253134,2025-11-14,2025-11-14,C1016,Highland Manufacturing Company,20833.56,,2025-11
INV-253135,2025-11-14,2025-11-13,C1017,Ironwood Property Services,5761.75,Standing order,2025-11
INV-253136,2025-11-14,2025-11-14,C1024,North Coast Restaurants LLC,8670.44,,2025-11
INV-253137,2025-11-14,2025-11-14,C1025,Oak Ridge Office Parks,8966.0,,2025-11
INV-253138,2025-11-14,2025-11-14,C1030,Sandusky Marine and Supply,25429.66,PO 47702,2025-11
INV-253139,2025-11-14,2025-11-14,C1030,Sandusky Marine and Supply,15846.32,,2025-11
INV-253140,2025-11-14,2025-11-13,C1030,Sandusky Marine and Supply,5578.58,,2025-11
INV-253141,2025-11-14,2025-11-14,C1033,Summit Healthcare Group Inc.,7505.25,PO 40201,2025-11
INV-253142,2025-11-14,2025-11-14,C1036,University Circle Services,11906.86,Standing order,2025-11
INV-253143,2025-11-14,2025-11-13,C1038,Westlake Commercial Cleaning Company,6704.78,,2025-11
INV-253144,2025-11-14,2025-11-14,C1040,Youngstown Metal Works Inc.,13807.71,Standing order,2025-11
INV-253145,2025-11-14,2025-11-14,C1040,Youngstown Metal Works Inc.,8267.15,Standing order,2025-11
INV-253146,2025-11-17,2025-11-17,C1003,Cardinal Hospitality Group LLC,9727.77,,2025-11
INV-253147,2025-11-17,2025-11-17,C1011,Garfield Industrial Company,24674.57,,2025-11
INV-253148,2025-11-17,2025-11-17,C1011,Garfield Industrial Company,937.67,PO 40610,2025-11
INV-253149,2025-11-17,2025-11-16,C1011,Garfield Industrial Company,15448.05,,2025-11
INV-253150,2025-11-17,2025-11-17,C1012,Great Lakes Logistics Inc.,2561.82,,2025-11
INV-253151,2025-11-17,2025-11-17,C1020,Lorain Distribution Company,8944.21,PO 40434,2025-11
INV-253152,2025-11-17,2025-11-16,C1022,Medina Auto Group,32119.33,,2025-11
INV-253153,2025-11-17,2025-11-17,C1024,North Coast Restaurants LLC,72090.13,,2025-11
INV-253154,2025-11-17,2025-11-17,C1027,Pinnacle Building Services Inc.,4153.93,PO 40703,2025-11
INV-253155,2025-11-17,2025-11-17,C1029,Riverside Fitness Clubs LLC,3313.65,,2025-11
INV-253156,2025-11-17,2025-11-16,C1035,Twinsburg Industrial Park LLC,6377.14,Standing order,2025-11
INV-253157,2025-11-17,2025-11-17,C1038,Westlake Commercial Cleaning Company,7013.35,,2025-11
INV-253158,2025-11-17,2025-11-17,C1040,Youngstown Metal Works Inc.,1830.72,PO 47507,2025-11
INV-253159,2025-11-17,2025-11-17,C1040,Youngstown Metal Works Inc.,23448.83,PO 44132,2025-11
INV-253160,2025-11-17,2025-11-16,C1040,Youngstown Metal Works Inc.,15166.11,,2025-11
INV-253161,2025-11-17,2025-11-16,C1040,Youngstown Metal Works Inc.,17313.9,,2025-11
INV-253162,2025-11-18,2025-11-18,C1004,Cedar Point Facility Services,7812.29,PO 40368,2025-11
INV-253163,2025-11-18,2025-11-18,C1009,Fairlawn Public Schools,3684.2,,2025-11
INV-253164,2025-11-18,2025-11-17,C1019,Lakeshore Cleaning Services Inc.,14524.87,Standing order,2025-11
INV-253165,2025-11-18,2025-11-17,C1033,Summit Healthcare Group Inc.,16157.15,,2025-11
INV-253166,2025-11-18,2025-11-18,C1033,Summit Healthcare Group Inc.,12364.6,Standing order,2025-11
INV-253167,2025-11-18,2025-11-18,C1035,Twinsburg Industrial Park LLC,8268.4,PO 42978,2025-11
INV-253168,2025-11-18,2025-11-18,C1035,Twinsburg Industrial Park LLC,14292.79,PO 47858,2025-11
INV-253169,2025-11-18,2025-11-17,C1040,Youngstown Metal Works Inc.,14633.38,,2025-11
INV-253170,2025-11-18,2025-11-18,C1040,Youngstown Metal Works Inc.,6841.56,,2025-11
INV-253171,2025-11-19,2025-11-19,C1003,Cardinal Hospitality Group LLC,4987.36,,2025-11
INV-253172,2025-11-19,2025-11-19,C1004,Cedar Point Facility Services,9535.68,,2025-11
INV-253173,2025-11-19,2025-11-19,C1004,Cedar Point Facility Services,7677.46,,2025-11
INV-253174,2025-11-19,2025-11-19,C1011,Garfield Industrial Company,8705.9,,2025-11
INV-253175,2025-11-19,2025-11-19,C1011,Garfield Industrial Company,1897.14,,2025-11
INV-253176,2025-11-19,2025-11-18,C1012,Great Lakes Logistics Inc.,30219.43,PO 49075,2025-11
INV-253177,2025-11-19,2025-11-19,C1015,Heritage Food Services Inc.,5948.1,PO 42057,2025-11
INV-253178,2025-11-19,2025-11-18,C1017,Ironwood Property Services,6923.82,,2025-11
INV-253179,2025-11-19,2025-11-19,C1018,Kent Valley Hospital,14582.2,,2025-11
INV-253180,2025-11-19,2025-11-18,C1022,Medina Auto Group,17869.52,PO 44177,2025-11
INV-253181,2025-11-19,2025-11-19,C1026,Parma Community College,8820.32,PO 46098,2025-11
INV-253182,2025-11-19,2025-11-19,C1030,Sandusky Marine and Supply,8481.37,,2025-11
INV-253183,2025-11-19,2025-11-19,C1035,Twinsburg Industrial Park LLC,5253.92,PO 43210,2025-11
INV-253184,2025-11-19,2025-11-19,C1038,Westlake Commercial Cleaning Company,14635.84,,2025-11
INV-253185,2025-11-19,2025-11-19,C1038,Westlake Commercial Cleaning Company,8014.34,Standing order,2025-11
INV-253186,2025-11-19,2025-11-19,C1038,Westlake Commercial Cleaning Company,9049.04,,2025-11
INV-253187,2025-11-19,2025-11-19,C1038,Westlake Commercial Cleaning Company,11497.38,,2025-11
INV-253188,2025-11-19,2025-11-19,C1038,Westlake Commercial Cleaning Company,3371.43,,2025-11
INV-253189,2025-11-19,2025-11-19,C1040,Youngstown Metal Works Inc.,5480.92,,2025-11
INV-253190,2025-11-19,2025-11-19,C1040,Youngstown Metal Works Inc.,7857.02,,2025-11
INV-253191,2025-11-19,2025-11-18,C1040,Youngstown Metal Works Inc.,7532.63,,2025-11
INV-253192,2025-11-20,2025-11-20,C1002,Bayview Medical Center Inc.,10350.93,Standing order,2025-11
INV-253193,2025-11-20,2025-11-20,C1003,Cardinal Hospitality Group LLC,7885.2,PO 47432,2025-11
INV-253194,2025-11-20,2025-11-20,C1005,Clearwater Janitorial Company,18856.55,Standing order,2025-11
INV-253195,2025-11-20,2025-11-20,C1007,Eastgate Office Partners,4281.13,,2025-11
INV-253196,2025-11-20,2025-11-20,C1012,Great Lakes Logistics Inc.,3847.98,PO 42200,2025-11
INV-253197,2025-11-20,2025-11-20,C1022,Medina Auto Group,9207.23,Standing order,2025-11
INV-253198,2025-11-20,2025-11-20,C1023,Midwest Stadium Services Inc.,11082.67,,2025-11
INV-253199,2025-11-20,2025-11-19,C1026,Parma Community College,95000.0,,2025-11
INV-253200,2025-11-20,2025-11-20,C1032,Stark County Services,3516.44,,2025-11
INV-253201,2025-11-20,2025-11-20,C1033,Summit Healthcare Group Inc.,4258.98,,2025-11
INV-253202,2025-11-20,2025-11-20,C1035,Twinsburg Industrial Park LLC,2044.3,Standing order,2025-11
INV-253203,2025-11-20,2025-11-19,C1038,Westlake Commercial Cleaning Company,3720.87,Standing order,2025-11
INV-253204,2025-11-20,2025-11-19,C1038,Westlake Commercial Cleaning Company,10052.53,,2025-11
INV-253205,2025-11-20,2025-11-20,C1038,Westlake Commercial Cleaning Company,13715.27,,2025-11
INV-253206,2025-11-20,2025-11-20,C1040,Youngstown Metal Works Inc.,22453.18,Standing order,2025-11
INV-253207,2025-11-20,2025-11-20,C1040,Youngstown Metal Works Inc.,11530.73,,2025-11
INV-253208,2025-11-20,2025-11-20,C1040,Youngstown Metal Works Inc.,7630.01,,2025-11
INV-253209,2025-11-21,2025-11-20,C1010,Forest City Hotels and Resorts,6438.36,PO 48656,2025-11
INV-253210,2025-11-21,2025-11-20,C1011,Garfield Industrial Company,4180.25,,2025-11
INV-253211,2025-11-21,2025-11-21,C1011,Garfield Industrial Company,7222.7,Standing order,2025-11
INV-253212,2025-11-21,2025-11-20,C1011,Garfield Industrial Company,11920.24,Standing order,2025-11
INV-253213,2025-11-21,2025-11-21,C1012,Great Lakes Logistics Inc.,8495.94,,2025-11
INV-253214,2025-11-21,2025-11-21,C1012,Great Lakes Logistics Inc.,3480.45,Standing order,2025-11
INV-253215,2025-11-21,2025-11-20,C1015,Heritage Food Services Inc.,9279.97,,2025-11
INV-253216,2025-11-21,2025-11-21,C1018,Kent Valley Hospital,5959.02,,2025-11
INV-253217,2025-11-21,2025-11-21,C1018,Kent Valley Hospital,3945.13,PO 48430,2025-11
INV-253218,2025-11-21,2025-11-20,C1018,Kent Valley Hospital,26014.82,PO 42393,2025-11
INV-253219,2025-11-21,2025-11-21,C1026,Parma Community College,14513.29,,2025-11
INV-253220,2025-11-21,2025-11-20,C1026,Parma Community College,2226.47,,2025-11
INV-253221,2025-11-21,2025-11-21,C1026,Parma Community College,3622.55,PO 45277,2025-11
INV-253222,2025-11-21,2025-11-20,C1026,Parma Community College,9383.27,,2025-11
INV-253223,2025-11-21,2025-11-20,C1032,Stark County Services,3857.97,,2025-11
INV-253224,2025-11-21,2025-11-21,C1033,Summit Healthcare Group Inc.,9361.36,,2025-11
INV-253225,2025-11-21,2025-11-21,C1035,Twinsburg Industrial Park LLC,2083.7,PO 49191,2025-11
INV-253226,2025-11-21,2025-11-21,C1035,Twinsburg Industrial Park LLC,8950.96,,2025-11
INV-253227,2025-11-21,2025-11-21,C1038,Westlake Commercial Cleaning Company,13212.54,,2025-11
INV-253228,2025-11-21,2025-11-20,C1040,Youngstown Metal Works Inc.,9656.25,,2025-11
INV-253229,2025-11-24,2025-11-23,C1003,Cardinal Hospitality Group LLC,10362.08,,2025-11
INV-253230,2025-11-24,2025-11-24,C1009,Fairlawn Public Schools,2587.12,PO 43331,2025-11
INV-253231,2025-11-24,2025-11-23,C1011,Garfield Industrial Company,3873.34,Standing order,2025-11
INV-253232,2025-11-24,2025-11-24,C1018,Kent Valley Hospital,18550.32,,2025-11
INV-253233,2025-11-24,2025-11-24,C1023,Midwest Stadium Services Inc.,7699.27,,2025-11
INV-253234,2025-11-24,2025-11-24,C1023,Midwest Stadium Services Inc.,3961.34,,2025-11
INV-253235,2025-11-24,2025-11-24,C1025,Oak Ridge Office Parks,3382.99,PO 45901,2025-11
INV-253236,2025-11-24,2025-11-23,C1026,Parma Community College,12740.09,Standing order,2025-11
INV-253237,2025-11-24,2025-11-24,C1027,Pinnacle Building Services Inc.,17838.83,,2025-11
INV-253238,2025-11-24,2025-11-24,C1030,Sandusky Marine and Supply,13435.99,PO 47217,2025-11
INV-253239,2025-11-24,2025-11-24,C1036,University Circle Services,11134.73,Standing order,2025-11
INV-253240,2025-11-24,2025-11-24,C1036,University Circle Services,6413.46,Standing order,2025-11
INV-253241,2025-11-24,2025-11-24,C1036,University Circle Services,10891.78,Standing order,2025-11
INV-253242,2025-11-24,2025-11-24,C1038,Westlake Commercial Cleaning Company,7136.91,Standing order,2025-11
INV-253243,2025-11-24,2025-11-23,C1039,Willoughby Tech Center,4634.54,PO 42820,2025-11
INV-253244,2025-11-24,2025-11-24,C1040,Youngstown Metal Works Inc.,43616.49,,2025-11
INV-253245,2025-11-25,2025-11-24,C1003,Cardinal Hospitality Group LLC,2639.15,,2025-11
INV-253246,2025-11-25,2025-11-24,C1008,Evergreen Senior Living Inc.,14345.73,,2025-11
INV-253247,2025-11-25,2025-11-24,C1010,Forest City Hotels and Resorts,23775.07,Standing order,2025-11
INV-253248,2025-11-25,2025-11-25,C1011,Garfield Industrial Company,23680.0,,2025-11
INV-253249,2025-11-25,2025-11-25,C1011,Garfield Industrial Company,9524.3,Standing order,2025-11
INV-253250,2025-11-25,2025-11-24,C1011,Garfield Industrial Company,18532.57,,2025-11
INV-253251,2025-11-25,2025-11-25,C1022,Medina Auto Group,8261.53,,2025-11
INV-253252,2025-11-25,2025-11-25,C1023,Midwest Stadium Services Inc.,20073.06,PO 42720,2025-11
INV-253253,2025-11-25,2025-11-25,C1025,Oak Ridge Office Parks,77248.85,,2025-11
INV-253254,2025-11-25,2025-11-25,C1026,Parma Community College,9540.35,Standing order,2025-11
INV-253255,2025-11-25,2025-11-25,C1030,Sandusky Marine and Supply,4782.37,,2025-11
INV-253256,2025-11-25,2025-11-25,C1036,University Circle Services,5680.32,,2025-11
INV-253257,2025-11-25,2025-11-25,C1038,Westlake Commercial Cleaning Company,8738.58,Standing order,2025-11
INV-253258,2025-11-25,2025-11-24,C1038,Westlake Commercial Cleaning Company,5680.33,,2025-11
INV-253259,2025-11-25,2025-11-25,C1038,Westlake Commercial Cleaning Company,11192.74,,2025-11
INV-253260,2025-11-25,2025-11-25,C1040,Youngstown Metal Works Inc.,13625.81,,2025-11
INV-253261,2025-11-25,2025-11-25,C1040,Youngstown Metal Works Inc.,2827.53,,2025-11
INV-253262,2025-11-26,2025-11-26,C1003,Cardinal Hospitality Group LLC,40610.78,,2025-11
INV-253263,2025-11-26,2025-11-26,C1005,Clearwater Janitorial Company,12805.7,,2025-11
INV-253264,2025-11-26,2025-11-25,C1005,Clearwater Janitorial Company,9826.56,PO 47966,2025-11
INV-253265,2025-11-26,2025-11-26,C1010,Forest City Hotels and Resorts,8534.48,,2025-11
INV-253266,2025-11-26,2025-11-26,C1011,Garfield Industrial Company,6228.19,,2025-11
INV-253267,2025-11-26,2025-11-26,C1022,Medina Auto Group,4788.77,PO 47656,2025-11
INV-253268,2025-11-26,2025-11-25,C1026,Parma Community College,18926.95,,2025-11
INV-253269,2025-11-26,2025-11-26,C1027,Pinnacle Building Services Inc.,31253.37,,2025-11
INV-253270,2025-11-26,2025-11-26,C1035,Twinsburg Industrial Park LLC,6954.65,PO 46736,2025-11
INV-253271,2025-11-26,2025-11-25,C1040,Youngstown Metal Works Inc.,9446.87,PO 48739,2025-11
INV-253272,2025-11-27,2025-11-26,C1002,Bayview Medical Center Inc.,4484.65,,2025-11
INV-253273,2025-11-27,2025-11-27,C1002,Bayview Medical Center Inc.,12398.29,,2025-11
INV-253274,2025-11-27,2025-11-27,C1008,Evergreen Senior Living Inc.,9152.0,,2025-11
INV-253275,2025-11-27,2025-11-27,C1009,Fairlawn Public Schools,3515.22,,2025-11
INV-253276,2025-11-27,2025-11-26,C1011,Garfield Industrial Company,6385.68,Standing order,2025-11
INV-253277,2025-11-27,2025-11-26,C1015,Heritage Food Services Inc.,7954.99,PO 41973,2025-11
INV-253278,2025-11-27,2025-11-26,C1023,Midwest Stadium Services Inc.,14242.9,,2025-11
INV-253279,2025-11-27,2025-11-27,C1027,Pinnacle Building Services Inc.,8764.79,,2025-11
INV-253280,2025-11-27,2025-11-26,C1030,Sandusky Marine and Supply,8842.32,PO 47431,2025-11
INV-253281,2025-11-27,2025-11-27,C1035,Twinsburg Industrial Park LLC,8216.07,Standing order,2025-11
INV-253282,2025-11-28,2025-11-28,C1002,Bayview Medical Center Inc.,12581.95,PO 40538,2025-11
INV-253283,2025-11-28,2025-11-28,C1002,Bayview Medical Center Inc.,5344.95,,2025-11
INV-253284,2025-11-28,2025-11-28,C1003,Cardinal Hospitality Group LLC,3164.61,,2025-11
INV-253285,2025-11-28,2025-11-28,C1022,Medina Auto Group,1056.46,PO 45316,2025-11
INV-253286,2025-11-28,2025-11-28,C1025,Oak Ridge Office Parks,7972.06,Standing order,2025-11
INV-253287,2025-11-28,2025-11-28,C1025,Oak Ridge Office Parks,26367.0,PO 42397,2025-11
INV-253288,2025-11-28,2025-11-28,C1027,Pinnacle Building Services Inc.,7219.05,Standing order,2025-11
INV-253289,2025-11-28,2025-11-27,C1028,Portage Cold Storage Company,4277.21,Standing order,2025-11
INV-253290,2025-11-28,2025-11-27,C1035,Twinsburg Industrial Park LLC,8418.71,,2025-11
INV-253291,2025-11-28,2025-11-28,C1036,University Circle Services,9906.53,,2025-11
INV-253292,2025-11-28,2025-11-28,C1040,Youngstown Metal Works Inc.,5591.86,,2025-11
INV-253293,2025-11-28,2025-11-28,C1040,Youngstown Metal Works Inc.,6164.02,,2025-11
INV-253294,2025-12-01,2025-11-30,C1001,Allegheny Property Management LLC,1960.81,PO 42771,2025-12
INV-253295,2025-12-01,2025-12-01,C1002,Bayview Medical Center Inc.,26331.17,,2025-12
INV-253296,2025-12-01,2025-12-01,C1003,Cardinal Hospitality Group LLC,10452.17,Standing order,2025-12
