Inv #,Inv Date,Ship Dt,Customer,Amount,Memo
INV-252767,09-Oct-25,09-Oct-25,Parma Community College,"$4,498.35",Standing order
INV-252768,10/09/2025,10/09/2025,Riverside Fitness Clubs LLC,11162.54,
INV-252769,10/09/2025,10/09/2025,Sandusky Marine and Supply,"$5,994.01",Standing order
INV-252770,10/09/2025,10/09/2025,Stark County Services,"$13,214.58",PO 40332
INV-252771,2025-10-09,2025-10-09,Twinsburg Industrial Park LLC,15103.63,PO 49145
INV-252772,10/09/2025,10/08/2025,Twinsburg Industrial Park LLC,6268.38,
INV-252773,10/09/2025,10/09/2025,UNIVERSITY CIRCLE SERVICES,2182.04,
INV-252774,09-Oct-25,09-Oct-25,Westlake Commercial Cleaning Company,10579.40,Standing order
INV-252775,09-Oct-25,09-Oct-25,Westlake Commercial Cleaning Company,4745.99,
INV-252776,2025-10-09,2025-10-09,Westlake Commercial Cleaning Company,6841.82,
INV-252777,10/09/2025,10/09/2025,Westlake Commercial Cleaning Company,"$18,700.75",
INV-252778,10/09/2025,10/08/2025,Westlake Commercial Cleaning Company,26860.14,PO 42216
INV-252779,2025-10-09,2025-10-09,Youngstown Metal Works Inc.,4262.23,
INV-252780,09-Oct-25,09-Oct-25,Youngstown Metal Works Inc.,3749.43,Standing order
INV-252781,10/10/2025,10/09/2025,Fairlawn Public Schools,5945.39,
INV-252782,2025-10-10,2025-10-10,Hamilton County Services,"$6,577.63",PO 41269
INV-252783,10/10/2025,10/10/2025,Kent Valley Hospital,2851.00,
INV-252784,2025-10-10,2025-10-10,Midwest Stadium Services Inc.,"$4,123.49",
INV-252785,10/10/2025,10/10/2025,Oak Ridge Office Parks,"$6,568.29",
INV-252786,10/10/2025,10/10/2025,Parma Community College,"$9,134.60",PO 44769
INV-252787,10/10/2025,10/10/2025,Parma Community College,"$19,110.84",
INV-252788,2025-10-10,2025-10-10,Pinnacle Building Services,11448.12,
INV-252789,10-Oct-25,10-Oct-25,Stark County Services,6108.54,PO 45631
INV-252790,2025-10-10,2025-10-10,Twinsburg Industrial Park LLC,"$16,543.66",
INV-252791,10/10/2025,10/10/2025,Twinsburg Industrial Park LLC,4690.00,
INV-252792,2025-10-10,2025-10-10,Valley View Hotels Inc.,"$13,576.29",
INV-252793,10/10/2025,10/10/2025,Westlake Commercial Cleaning Company,19864.43,
INV-252794,10/10/2025,10/10/2025,Youngstown Metal Works Inc.,27169.43,
INV-252795,2025-10-10,2025-10-10,Youngstown Metal Works Inc.,5327.06,
INV-252796,2025-10-13,2025-10-13,Bayview Medical Center Inc.,6904.53,
INV-252797,13-Oct-25,13-Oct-25,Forest City Hotels and Resorts,2466.29,
INV-252798,2025-10-13,2025-10-12,Garfield Industrial Company,5139.72,
INV-252799,10/13/2025,10/13/2025,Medina Auto Group,"$2,958.24",
INV-252800,13-Oct-25,13-Oct-25,Midwest Stadium Services Inc.,2685.90,
INV-252801,13-Oct-25,13-Oct-25,Oak Ridge Office Parks,"$14,888.58",
INV-252802,10/13/2025,10/13/2025,Parma Community College,13498.12,PO 44412
INV-252803,10/13/2025,10/13/2025,Parma Community College,4744.21,
INV-252804,2025-10-13,2025-10-13,Portage Cold Storage Company,"$5,045.29",
INV-252805,10/13/2025,10/12/2025,Sandusky Marine and Supply,"$10,603.77",
INV-252806,10/13/2025,10/13/2025,Tri-State Warehouse Company,"$4,482.44",
INV-252807,13-Oct-25,13-Oct-25,Twinsburg Industrial Park LLC,"$8,796.78",
INV-252808,10/13/2025,10/12/2025,Youngstown Metal Works Inc.,8881.71,
INV-252809,10/14/2025,10/14/2025,Bayview Medical Center Inc.,"$3,050.44",
INV-252810,10/14/2025,10/14/2025,Bayview Medical Center Inc.,15991.39,
INV-252811,14-Oct-25,14-Oct-25,Garfield Industrial Company,"$7,640.83",
INV-252812,2025-10-14,2025-10-13,Garfield Industrial Company,10249.56,
INV-252813,14-Oct-25,14-Oct-25,Kent Valley Hospital,7582.19,
INV-252814,2025-10-14,2025-10-13,Midwest Stadium Services Inc.,"$4,699.76",
INV-252815,10/14/2025,10/13/2025,Oak Ridge Office Parks,6338.09,
INV-252816,14-Oct-25,14-Oct-25,Shaker Square Retail Partners,"$9,025.24",PO 40803
INV-252817,10/14/2025,10/13/2025,Westlake Commercial Cleaning Company,"$3,410.22",Standing order
INV-252818,2025-10-14,2025-10-14,Westlake Commercial Cleaning Company,5260.04,
INV-252819,2025-10-15,2025-10-14,Bayview Medical Center Inc.,5028.46,Standing order
INV-252820,10/15/2025,10/15/2025,Eastgate Office Partners,2313.97,
INV-252821,15-Oct-25,15-Oct-25,Forest City Hotels and Resorts,"$9,335.61",Standing order
INV-252822,10/15/2025,10/15/2025,Kent Valley Hospital,"$13,208.42",PO 46132
INV-252823,2025-10-15,2025-10-14,Lorain Distribution Company,"$12,904.97",Standing order
INV-252824,15-Oct-25,14-Oct-25,Medina Auto Group,10821.86,
INV-252825,10/15/2025,10/15/2025,Oak Ridge Office Parks,2874.26,Standing order
INV-252826,10/15/2025,10/14/2025,Pinnacle Building Services Inc.,17027.73,
INV-252827,2025-10-15,2025-10-15,STARK COUNTY SERVICES,6538.93,
INV-252828,10/15/2025,10/15/2025,Stark County Services,4812.09,PO 46203
INV-252829,15-Oct-25,15-Oct-25,Twinsburg Industrial Park LLC,31453.30,Standing order
INV-252830,10/15/2025,10/15/2025,Twinsburg Industrial Park LLC,4180.93,PO 41656
INV-252831,2025-10-15,2025-10-15,YOUNGSTOWN METAL WORKS INC.,9595.78,
INV-252832,10/15/2025,10/15/2025,Youngstown Metal Works Inc.,2536.82,
INV-252833,15-Oct-25,15-Oct-25,Youngstown Metal Works Inc.,"$12,802.85",
INV-252834,2025-10-16,2025-10-15,Cedar Point Facility Services,5359.78,PO 49237
INV-252835,16-Oct-25,16-Oct-25,Clearwater Janitorial Company,15302.62,PO 49684
INV-252836,16-Oct-25,16-Oct-25,EASTGATE OFFICE PARTNERS,"$20,377.18",
INV-252837,10/16/2025,10/16/2025,Eastgate Office Partners,29203.62,
INV-252838,2025-10-16,2025-10-16,Fairlawn Public Schools,9409.89,Standing order
INV-252839,10/16/2025,10/16/2025,Great Lakes Logistics Inc.,10656.69,
INV-252840,2025-10-16,2025-10-15,Portage Cold Storage Company,3277.18,
INV-252841,16-Oct-25,15-Oct-25,Portage Cold Storage Company,25157.75,
INV-252842,16-Oct-25,16-Oct-25,Twinsburg Industrial Park LLC,"$4,174.20",
INV-252843,10/16/2025,10/16/2025,University Circle Services,22486.07,
INV-252844,10/16/2025,10/15/2025,WESTLAKE COMMERCIAL CLEANING COMPANY,"$10,020.88",Standing order
INV-252845,2025-10-16,2025-10-16,Westlake Commercial Cleaning Company,5371.31,
INV-252846,17-Oct-25,16-Oct-25,Bayview Medical Center Inc.,"$34,924.52",
INV-252847,10/17/2025,10/17/2025,Cardinal Hospitality Group LLC,"$9,750.28",
INV-252848,17-Oct-25,17-Oct-25,Evergreen Senior Living Inc.,"$4,182.35",
INV-252849,2025-10-17,2025-10-16,Evergreen Senior Living Inc.,6768.56,
INV-252850,10/17/2025,10/16/2025,Garfield Industrial Company,7460.63,Standing order
INV-252851,17-Oct-25,17-Oct-25,Great Lakes Logistics Inc.,"$8,048.98",
INV-252852,17-Oct-25,17-Oct-25,Oak Ridge Office Parks,13746.64,Standing order
INV-252853,17-Oct-25,17-Oct-25,Oak Ridge Office Parks,"$7,310.41",
INV-252854,17-Oct-25,17-Oct-25,Oak Ridge Office Parks,11469.19,
INV-252855,10/17/2025,10/17/2025,Parma Community College,"$4,392.34",
INV-252856,2025-10-17,2025-10-17,Twinsburg Industrial Park LLC,9208.64,
INV-252857,17-Oct-25,16-Oct-25,Twinsburg Industrial Park LLC,1199.31,PO 46516
INV-252858,2025-10-17,2025-10-17,Twinsburg Industrial Park LLC,13636.88,
INV-252859,17-Oct-25,17-Oct-25,University Circle Services,6721.97,Standing order
INV-252860,10/17/2025,10/17/2025,Westlake Commercial Cleaning Company,"$8,321.36",
INV-252861,2025-10-20,2025-10-20,Clearwater Janitorial Company,24929.57,PO 49088
INV-252862,2025-10-20,2025-10-20,Forest City Hotels and Resorts,4174.06,
INV-252863,20-Oct-25,20-Oct-25,Great Lakes Logistics Inc.,16127.11,Standing order
INV-252864,10/20/2025,10/20/2025,Kent Valley Hospital,"$4,121.27",Standing order
INV-252865,20-Oct-25,20-Oct-25,Lorain Distribution Company,"$5,518.94",
INV-252866,10/20/2025,10/19/2025,Lorain Distribution Company,13179.50,PO 49166
INV-252867,10/20/2025,10/20/2025,Oak Ridge Office Parks,"$7,267.32",Standing order
INV-252868,10/20/2025,10/19/2025,Parma Community College,3721.70,PO 46277
INV-252869,20-Oct-25,20-Oct-25,Parma Community College,9797.99,
INV-252870,10/20/2025,10/20/2025,Summit Healthcare Group Inc.,36098.61,PO 42001
INV-252871,2025-10-20,2025-10-19,Twinsburg Industrial Park LLC,2556.74,PO 45892
INV-252872,10/20/2025,10/20/2025,Twinsburg Industrial Park LLC,2877.34,
INV-252873,2025-10-20,2025-10-19,Westlake Commercial Cleaning Company,7048.34,
INV-252874,2025-10-20,2025-10-20,Youngstown Metal Works Inc.,4786.95,PO 44391
INV-252875,10/21/2025,10/21/2025,Bayview Medical Center Inc.,"$2,867.79",Standing order
INV-252876,2025-10-21,2025-10-21,Cardinal Hospitality Group LLC,7952.55,Standing order
INV-252877,10/21/2025,10/21/2025,Clearwater Janitorial Company,"$6,206.81",
INV-252878,10/21/2025,10/20/2025,Forest City Hotels and Resorts,"$6,372.67",Standing order
INV-252879,10/21/2025,10/21/2025,Forest City Hotels and Resorts,"$12,578.29",Standing order
INV-252880,10/21/2025,10/20/2025,Maple Heights Facilities LLC,5086.35,
INV-252881,2025-10-21,2025-10-21,Midwest Stadium Services Inc.,"$4,193.91",
INV-252882,2025-10-21,2025-10-21,Oak Ridge Office Parks,6886.63,
INV-252883,2025-10-21,2025-10-21,Parma Community College,2186.58,PO 43343
INV-252884,10/21/2025,10/21/2025,Sandusky Marine and Supply,"$15,772.45",
INV-252885,21-Oct-25,21-Oct-25,Summit Healthcare Group Inc.,"$4,110.70",
INV-252886,2025-10-21,2025-10-21,Twinsburg Industrial Park LLC,"$17,733.74",PO 48407
INV-252887,21-Oct-25,21-Oct-25,Twinsburg Industrial Park LLC,6800.71,
INV-252888,10/21/2025,10/21/2025,Twinsburg Industrial Park LLC,11043.72,
INV-252889,10/21/2025,10/21/2025,YOUNGSTOWN METAL WORKS INC.,5549.35,
INV-252890,2025-10-21,2025-10-21,Youngstown Metal Works Inc.,2494.43,Standing order
INV-252891,10/21/2025,10/20/2025,Youngstown Metal Works Inc.,"$6,381.50",
INV-252892,10/21/2025,10/20/2025,Youngstown Metal Works,25580.19,Standing order
INV-252893,10/22/2025,10/22/2025,Bayview Medical Center Inc.,"$8,566.90",Standing order
INV-252894,10/22/2025,10/21/2025,Bayview Medical Center Inc.,13357.66,
INV-252895,10/22/2025,10/22/2025,Evergreen Senior Living Inc.,7709.02,
INV-252896,10/22/2025,10/21/2025,Garfield Industrial Company,10007.59,
INV-252897,22-Oct-25,22-Oct-25,Maple Heights Facilities LLC,7482.99,
INV-252898,22-Oct-25,22-Oct-25,Pinnacle Building Services Inc.,12069.63,
INV-252899,2025-10-22,2025-10-21,Portage Cold Storage Company,18020.20,
INV-252900,10/22/2025,10/22/2025,Shaker Square Retail Partners,7879.22,
INV-252901,10/22/2025,10/21/2025,Shaker Square Retail Partners,5060.97,PO 42885
INV-252902,2025-10-22,2025-10-22,Twinsburg Industrial Park LLC,5021.18,Standing order
INV-252903,22-Oct-25,22-Oct-25,Youngstown Metal Works Inc.,5492.35,
INV-252904,2025-10-22,2025-10-22,Youngstown Metal Works Inc.  ,12789.20,
INV-252905,22-Oct-25,22-Oct-25,Youngstown Metal Works Inc.,3171.16,Standing order
INV-252906,2025-10-22,2025-10-22,Youngstown Metal Works Inc.,"$3,566.83",PO 41364
INV-252907,2025-10-23,2025-10-22,Bayview Medical Center Inc.,41253.59,
INV-252908,2025-10-23,2025-10-23,Bayview Medical Center Inc.,8885.22,
INV-252909,23-Oct-25,23-Oct-25,Cedar Point Facility Services,9047.74,
INV-252910,10/23/2025,10/23/2025,Clearwater Janitorial Company,"$6,665.95",
INV-252911,23-Oct-25,23-Oct-25,Great Lakes Logistics Inc.,5602.89,
INV-252912,23-Oct-25,22-Oct-25,Harborview Apartments LLC,"$12,092.26",
INV-252913,23-Oct-25,23-Oct-25,Ironwood Property Services,"$12,600.38",PO 49342
INV-252914,10/23/2025,10/23/2025,Kent Valley Hospital,3867.12,PO 43550
INV-252915,23-Oct-25,23-Oct-25,Pinnacle Building Services,10938.87,
INV-252916,10/23/2025,10/23/2025,Sandusky Marine and Supply,2290.50,
INV-252917,10/23/2025,10/22/2025,Stark County Services,"$11,600.46",Standing order
INV-252918,23-Oct-25,23-Oct-25,Summit Healthcare Group Inc.,"$39,282.67",Standing order
INV-252919,10/23/2025,10/23/2025,Tri-State Warehouse Company,1696.70,PO 41360
INV-252920,10/23/2025,10/22/2025,Twinsburg Industrial Park LLC,6502.38,PO 42294
INV-252921,10/23/2025,10/23/2025,Twinsburg Industrial Park LLC,5581.23,PO 44711
INV-252922,23-Oct-25,23-Oct-25,Youngstown Metal Works Inc.,3217.96,PO 43399
INV-252923,23-Oct-25,22-Oct-25,Youngstown Metal Works Inc.,"$21,190.51",Standing order
INV-252924,2025-10-23,2025-10-22,Youngstown Metal Works,2363.78,PO 47705
INV-252925,24-Oct-25,24-Oct-25,Cedar Point Facility Services,"$4,837.20",
INV-252926,10/24/2025,10/24/2025,Clearwater Janitorial Company,4377.40,Standing order
INV-252927,24-Oct-25,24-Oct-25,Eastgate Office Partners,6747.14,
INV-252928,10/24/2025,10/24/2025,Evergreen Senior Living Inc.,"$12,341.15",PO 41559
INV-252929,2025-10-24,2025-10-23,Garfield Industrial Company,2710.26,Standing order
INV-252930,24-Oct-25,24-Oct-25,Medina Auto Group,5488.69,PO 46558
INV-252931,10/24/2025,10/24/2025,Medina Auto Group,2824.42,
INV-252932,2025-10-24,2025-10-24,Medina Auto Group,4811.07,
INV-252933,2025-10-24,2025-10-23,Medina Auto Group  ,"$4,575.53",
INV-252934,10/24/2025,10/24/2025,Portage Cold Storage Company,"$2,923.81",PO 49604
INV-252935,2025-10-24,2025-10-24,Portage Cold Storage Company,"$3,391.52",
INV-252936,24-Oct-25,23-Oct-25,Summit Healthcare Group Inc.,"$21,278.22",Standing order
INV-252937,24-Oct-25,24-Oct-25,Twinsburg Industrial Park LLC,10764.08,PO 42247
INV-252938,2025-10-24,2025-10-24,Twinsburg Industrial Park LLC,"$12,431.24",Standing order
INV-252939,2025-10-24,2025-10-24,Willoughby Tech Center,"$5,967.05",
INV-252940,2025-10-27,2025-10-27,Allegheny Property Management,5142.11,
INV-252941,2025-10-27,2025-10-27,Bayview Medical Center Inc.,4513.95,
INV-252942,2025-10-27,2025-10-27,Garfield Industrial Company,5152.80,
INV-252943,10/27/2025,10/27/2025,Garfield Industrial Company,2051.97,Standing order
INV-252944,10/27/2025,10/27/2025,Harborview Apartments LLC,11067.47,Standing order
INV-252945,2025-10-27,2025-10-27,Highland Manufacturing Company,7188.53,
INV-252946,2025-10-27,2025-10-27,Oak Ridge Office Parks,2026.73,PO 40510
INV-252947,2025-10-27,2025-10-26,Parma Community College,17638.65,
INV-252948,2025-10-27,2025-10-27,Shaker Square Retail Partners,7554.29,PO 43470
INV-252949,2025-10-27,2025-10-26,Shaker Square Retail Partners,"$5,398.68",
INV-252950,2025-10-27,2025-10-27,Twinsburg Industrial Park LLC,16473.29,Standing order
INV-252951,2025-10-27,2025-10-27,University Circle Services,"$10,252.29",
INV-252952,27-Oct-25,26-Oct-25,Westlake Commercial Cleaning Company,2951.47,
INV-252953,10/28/2025,10/28/2025,Eastgate Office Partners,6416.08,Standing order
INV-252954,28-Oct-25,27-Oct-25,Garfield Industrial Company,"$9,886.70",PO 41263
INV-252955,10/28/2025,10/28/2025,Great Lakes Logistics Inc.,"$4,514.58",Standing order
INV-252956,2025-10-28,2025-10-28,Lorain Distribution Company,2687.96,
INV-252957,28-Oct-25,27-Oct-25,Oak Ridge Office Parks,"$15,689.29",
INV-252958,10/28/2025,10/28/2025,Parma Community College,"$9,443.19",
INV-252959,2025-10-28,2025-10-28,Parma Community College,9234.37,
INV-252960,28-Oct-25,28-Oct-25,Parma Community College,4605.79,
INV-252961,10/28/2025,10/27/2025,Twinsburg Industrial Park LLC,6195.47,Standing order
INV-252962,2025-10-28,2025-10-28,Twinsburg Industrial Park LLC,11219.84,PO 41125
INV-252963,10/28/2025,10/28/2025,Westlake Commercial Cleaning Company,6389.28,PO 42064
INV-252964,10/28/2025,10/28/2025,Westlake Commercial Cleaning Company,"$9,848.84",
INV-252965,28-Oct-25,27-Oct-25,Youngstown Metal Works Inc.,"$1,102.46",
INV-252966,2025-10-28,2025-10-28,Youngstown Metal Works Inc.,10695.04,Standing order
INV-252967,2025-10-28,2025-10-28,Youngstown Metal Works Inc.,"$21,123.08",Standing order
INV-252968,29-Oct-25,29-Oct-25,Bayview Medical Center Inc.,"$12,345.73",PO 47379
INV-252969,29-Oct-25,28-Oct-25,Bayview Medical Center Inc.,16603.89,
INV-252970,2025-10-29,2025-10-29,Cardinal Hospitality Group LLC,"$5,161.77",
INV-252971,10/29/2025,10/29/2025,Cardinal Hospitality Group LLC,"$6,072.46",
INV-252972,29-Oct-25,28-Oct-25,Forest City Hotels and Resorts,5639.13,
INV-252973,29-Oct-25,28-Oct-25,Forest City Hotels and Resorts,"$12,281.71",
INV-252974,29-Oct-25,29-Oct-25,Garfield Industrial Company,14727.04,Standing order
INV-252975,10/29/2025,10/29/2025,Oak Ridge Office Parks,"$8,875.40",PO 42521
INV-252976,10/29/2025,10/29/2025,Shaker Square Retail Partners,"$5,208.93",Standing order
INV-252977,10/29/2025,10/28/2025,University Circle Services,19941.35,Standing order
INV-252978,10/30/2025,10/30/2025,Garfield Industrial Company,9296.61,
INV-252979,30-Oct-25,29-Oct-25,Garfield Industrial Company,2145.45,
INV-252980,30-Oct-25,30-Oct-25,Great Lakes Logistics Inc.,8624.27,PO 48318
INV-252981,2025-10-30,2025-10-29,Medina Auto Group,$550.60,
INV-252982,30-Oct-25,30-Oct-25,Midwest Stadium Services Inc.,11104.53,Standing order
INV-252983,10/30/2025,10/29/2025,Oak Ridge Office Parks,14804.63,PO 43447
INV-252984,30-Oct-25,30-Oct-25,Parma Community College,7273.58,PO 40404
INV-252985,30-Oct-25,30-Oct-25,Parma Community College,3464.57,PO 48076
INV-252986,10/30/2025,10/30/2025,Pinnacle Building Services Inc.,"$7,898.72",PO 48514
INV-252987,2025-10-30,2025-10-29,Shaker Square Retail Partners,"$10,587.28",Standing order
INV-252988,2025-10-30,2025-10-30,Twinsburg Industrial Park LLC,"$6,885.08",PO 44289
INV-252989,2025-10-30,2025-10-30,University Circle Services,"$21,653.09",
INV-252990,2025-10-30,2025-10-29,Westlake Commercial Cleaning Company,17150.44,
INV-252991,30-Oct-25,30-Oct-25,Youngstown Metal Works Inc.,2945.76,
INV-252992,30-Oct-25,30-Oct-25,Youngstown Metal Works Inc.,2106.23,
INV-252993,10/31/2025,10/31/2025,Cedar Point Facility Services,7524.77,
INV-252994,10/31/2025,10/30/2025,Garfield Industrial Company,14502.79,
INV-252995,10/31/2025,10/31/2025,Kent Valley Hospital,"$3,704.69",PO 44102
INV-252996,2025-10-31,2025-10-31,Oak Ridge Office Parks,23682.64,PO 42710
INV-252997,10/31/2025,10/31/2025,Oak Ridge Office Parks,11784.35,
INV-252998,2025-10-31,2025-10-31,Portage Cold Storage Company,"$9,300.43",Standing order
INV-252999,2025-10-31,2025-10-31,Westlake Commercial Cleaning Company,35814.06,
INV-253000,10/31/2025,10/30/2025,Westlake Commercial Cleaning Company,3994.88,
INV-253001,31-Oct-25,31-Oct-25,Willoughby Tech Center,8273.85,PO 40771
INV-253002,10/31/2025,10/31/2025,Youngstown Metal Works Inc.,"$60,328.59",Standing order
,,,Subtotal - Oct 2025,"$3,466,276.03",
INV-253003,2025-11-03,2025-11-02,Bayview Medical Center Inc.,5976.53,
INV-253004,2025-11-03,2025-11-03,Evergreen Senior Living Inc.,17565.93,PO 43960
INV-253005,11/03/2025,11/03/2025,Great Lakes Logistics Inc.,"$10,151.19",
INV-253006,11/03/2025,11/03/2025,Heritage Food Services Inc.,10691.32,PO 45677
INV-253007,2025-11-03,2025-11-03,Lorain Distribution Company,8790.15,Standing order
INV-253008,03-Nov-25,03-Nov-25,Parma Community College,"$32,628.19",Standing order
INV-253009,2025-11-03,2025-11-03,Sandusky Marine and Supply,2083.84,
INV-253010,11/03/2025,11/03/2025,Summit Healthcare Group Inc.,"$5,293.79",
INV-253011,03-Nov-25,03-Nov-25,Twinsburg Industrial Park LLC,11923.07,Standing order
INV-253012,11/03/2025,11/03/2025,University Circle Services,"$11,416.59",
INV-253013,03-Nov-25,03-Nov-25,University Circle Services,2707.58,Standing order
INV-253014,11/03/2025,11/03/2025,Westlake Commercial Cleaning Company,5617.01,
INV-253015,03-Nov-25,03-Nov-25,Youngstown Metal Works Inc.,"$16,390.27",
INV-253016,04-Nov-25,03-Nov-25,Evergreen Senior Living Inc.,15976.42,Standing order
INV-253017,04-Nov-25,04-Nov-25,FOREST CITY HOTELS AND RESORTS,9267.73,
INV-253018,2025-11-04,2025-11-04,Harborview Apartments LLC,19364.79,
INV-253019,2025-11-04,2025-11-04,Kent Valley Hospital,50283.75,
INV-253020,2025-11-04,2025-11-04,Oak Ridge Office Parks,4934.08,
INV-253021,11/04/2025,11/03/2025,Sandusky Marine and Supply,9002.99,
INV-253022,11/04/2025,11/03/2025,Summit Healthcare Group Inc.,8207.07,
INV-253023,11/04/2025,11/04/2025,Twinsburg Industrial Park LLC,5530.18,
INV-253024,11/04/2025,11/03/2025,University Circle Services,"$4,696.97",
INV-253025,04-Nov-25,04-Nov-25,University Circle Services,2190.70,
INV-253026,2025-11-04,2025-11-04,Westlake Commercial Cleaning Company,"$5,313.35",
INV-253027,2025-11-04,2025-11-03,Westlake Commercial Cleaning Company,"$9,510.63",PO 49534
INV-253028,11/04/2025,11/04/2025,Westlake Commercial Cleaning Company,15452.04,PO 49493
INV-253029,11/04/2025,11/04/2025,Youngstown Metal Works Inc.,6129.69,Standing order
INV-253030,2025-11-05,2025-11-05,Bayview Medical Center Inc.  ,20414.74,
INV-253031,2025-11-05,2025-11-04,Evergreen Senior Living Inc.,4281.10,Standing order
INV-253032,2025-11-05,2025-11-05,Evergreen Senior Living Inc.,"$8,576.74",
INV-253033,05-Nov-25,05-Nov-25,Great Lakes Logistics Inc.,3864.40,PO 44659
INV-253034,11/05/2025,11/05/2025,Hamilton County Services,"$4,427.84",Standing order
INV-253035,2025-11-05,2025-11-04,Ironwood Property Services,"$5,082.51",
INV-253036,05-Nov-25,05-Nov-25,Kent Valley Hospital,"$5,060.56",Standing order
INV-253037,11/05/2025,11/05/2025,Lakeshore Cleaning Services Inc.,2849.37,
INV-253038,05-Nov-25,05-Nov-25,Oak Ridge Office Parks,"$4,982.21",
INV-253039,05-Nov-25,05-Nov-25,Parma Community College,5391.16,
INV-253040,11/05/2025,11/05/2025,Riverside Fitness Clubs LLC,"$5,937.25",PO 45178
INV-253041,2025-11-05,2025-11-05,Sandusky Marine and Supply,"$23,285.16",Standing order
INV-253042,11/05/2025,11/05/2025,Summit Healthcare Group Inc.,8558.64,
INV-253043,05-Nov-25,05-Nov-25,Youngstown Metal Works Inc.,14321.89,
INV-253044,05-Nov-25,05-Nov-25,Youngstown Metal Works Inc.,14293.63,PO 45236
INV-253045,06-Nov-25,06-Nov-25,Clearwater Janitorial Company,"$6,292.95",PO 40285
INV-253046,11/06/2025,11/06/2025,Evergreen Senior Living Inc.,4137.32,
INV-253047,2025-11-06,2025-11-06,Harborview Apartments LLC,14229.18,Standing order
INV-253048,2025-11-06,2025-11-05,Harborview Apartments LLC,5538.13,
INV-253049,06-Nov-25,06-Nov-25,Lorain Distribution Company,"$12,936.27",Standing order
INV-253050,11/06/2025,11/06/2025,Sandusky Marine & Supply,"$7,378.82",
INV-253051,06-Nov-25,06-Nov-25,Westlake Commercial Cleaning Company,13236.89,
INV-253052,11/06/2025,11/06/2025,Youngstown Metal Works Inc.,25729.04,
INV-253053,06-Nov-25,06-Nov-25,Youngstown Metal Works Inc.  ,9631.26,
INV-253054,11/07/2025,11/07/2025,Cedar Point Facility Services,12102.76,Standing order
INV-253055,11/07/2025,11/07/2025,Evergreen Senior Living,5914.56,Standing order
INV-253056,07-Nov-25,07-Nov-25,Kent Valley Hospital,"$3,178.51",Standing order
INV-253057,07-Nov-25,07-Nov-25,Medina Auto Group,"$5,757.41",PO 45534
INV-253058,07-Nov-25,07-Nov-25,Medina Auto Group,"$15,224.87",
INV-253059,07-Nov-25,06-Nov-25,Midwest Stadium Services Inc.,24887.51,
INV-253060,2025-11-07,2025-11-07,Midwest Stadium Services Inc.,"$4,071.75",PO 47872
INV-253061,07-Nov-25,07-Nov-25,North Coast Restaurants LLC,"$3,279.62",Standing order
INV-253062,11/07/2025,11/07/2025,Oak Ridge Office Parks,2149.96,
INV-253063,11/07/2025,11/07/2025,Parma Community College,"$13,571.79",
INV-253064,2025-11-07,2025-11-07,Sandusky Marine and Supply,9014.69,Standing order
INV-253065,07-Nov-25,07-Nov-25,Twinsburg Industrial Park LLC,11946.45,
INV-253066,07-Nov-25,07-Nov-25,Youngstown Metal Works Inc.,3871.14,
INV-253067,07-Nov-25,07-Nov-25,YOUNGSTOWN METAL WORKS INC.,9497.78,
INV-253068,10-Nov-25,09-Nov-25,Bayview Medical Center Inc.,"$9,743.04",
INV-253069,2025-11-10,2025-11-10,Cedar Point Facility Services,"$3,870.27",
INV-253070,2025-11-10,2025-11-10,Hamilton County Services,15039.34,
INV-253071,11/10/2025,11/09/2025,Harborview Apartments LLC,3684.67,
INV-253072,11/10/2025,11/09/2025,Midwest Stadium Services Inc.,"$11,400.70",PO 46832
INV-253073,11/10/2025,11/09/2025,North Coast Restaurants LLC,"$3,807.36",Standing order
INV-253074,10-Nov-25,10-Nov-25,Oak Ridge Office Parks,7694.16,
INV-253075,2025-11-10,2025-11-10,Oak Ridge Office Parks,16882.25,
INV-253076,2025-11-10,2025-11-10,Pinnacle Building Services Inc.,"$21,989.55",
INV-253077,2025-11-10,2025-11-10,Sandusky Marine and Supply,3129.22,
INV-253078,11/10/2025,11/10/2025,Twinsburg Industrial Park LLC  ,"$7,283.53",PO 43449
INV-253079,10-Nov-25,10-Nov-25,Westlake Commercial Cleaning Company,5484.43,
INV-253080,2025-11-10,2025-11-10,Westlake Commercial Cleaning Company,"$14,762.23",
INV-253081,11-Nov-25,11-Nov-25,Bayview Medical Center Inc.,10676.91,PO 48987
INV-253082,11-Nov-25,11-Nov-25,Bayview Medical Center Inc.,2589.01,
INV-253083,11-Nov-25,10-Nov-25,Cardinal Hospitality Group LLC,14121.99,
INV-253084,2025-11-11,2025-11-11,Eastgate Office Partners,"$16,674.25",PO 42655
INV-253085,2025-11-11,2025-11-10,Garfield Industrial Company,43864.32,PO 47308
INV-253086,2025-11-11,2025-11-10,Garfield Industrial Company,"$4,845.60",
INV-253087,2025-11-11,2025-11-11,Great Lakes Logistics Inc.,"$5,752.18",
INV-253088,11/11/2025,11/11/2025,Harborview Apartments LLC,"$35,387.57",
INV-253089,2025-11-11,2025-11-11,Kent Valley Hospital,21153.33,
INV-253090,11/11/2025,11/11/2025,Lorain Distribution Company,3754.39,Standing order
INV-253091,11-Nov-25,11-Nov-25,Medina Auto Group  ,15099.14,
INV-253092,11/11/2025,11/10/2025,Medina Auto Group,2357.53,
